0	100004	12576	Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:Blood Pressure Machines & Monitors	Business & Industrial
0	100005	12576	Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:ECG & EKG Machines	Business & Industrial
0	100006	12576	Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:Patient Monitors	Business & Industrial
0	100011	12576	Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:Defibrillators, AED Pads & Batteries	Business & Industrial
0	100012	12576	Business & Industrial:Healthcare, Lab & Dental:Medical & Lab Equipment, Devices:Training Manikins & Patient Simulators	Business & Industrial
0	100058	220	Toys & Hobbies:Radio Control & Control Line:RC Model Vehicle Parts & Accs:Engine, Exhaust & Fuel Systems:Electric Motors	Toys & Hobbies
0	1000	870	Pottery & Glass:Glass:Glassware:Contemporary Glass:Degenhart	Pottery & Glass
0	100179	12576	Business & Industrial:Electrical Equipment & Supplies:Wire, Cable & Conduit:Telecom Wire & Cable	Business & Industrial
0	100180	12576	Business & Industrial:Electrical Equipment & Supplies:Wire, Cable & Conduit:Magnet/Enameled Wire	Business & Industrial
0	1001	870	Pottery & Glass:Glass:Glassware:Contemporary Glass:Mosser	Pottery & Glass
0	10020	1	Collectibles:Clocks:Vintage (1930-69):Cuckoo, Black Forest	Collectibles
0	10021	1	Collectibles:Clocks:Modern (1970-Now):Shelf, Mantel	Collectibles
0	100221	2984	Baby:Bathing & Grooming:Bathing Accessories	Baby
0	100222	2984	Baby:Diapering:Swim Diapers	Baby
0	100224	2984	Baby:Baby Gear:Other Baby Gear	Baby
0	100225	2984	Baby:Toys for Baby:Blocks & Sorters	Baby
0	100226	2984	Baby:Toys for Baby:Crib Toys	Baby
0	100227	2984	Baby:Toys for Baby:Developmental Baby Toys	Baby
0	10022	1	Collectibles:Clocks:Modern (1970-Now):Wall	Collectibles
0	100237	888	Sporting Goods:Outdoor Sports:Camping & Hiking:Camping Knives & Tools:Other Camping Knives & Tools	Sporting Goods
0	100245	888	Sporting Goods:Cycling:Bicycle Components & Parts:Brake Levers	Sporting Goods
0	100253	888	Sporting Goods:Outdoor Sports:Equestrian:Riding Boots & Accessories:Paddock & Jodhpur Boots	Sporting Goods
0	10025	11700	Home & Garden:Yard, Garden & Outdoor Living:Garden Décor:Sundials	Home & Garden
0	10026	1	Collectibles:Clocks:Parts & Tools:Other Clock Parts & Tools	Collectibles
0	10028	1	Collectibles:Clocks:Parts & Tools:Attachments	Collectibles
0	10029	1	Collectibles:Clocks:Parts & Tools:Hand Tools	Collectibles
0	10030	1	Collectibles:Clocks:Parts & Tools:Machinery	Collectibles
0	10031	1	Collectibles:Clocks:Parts & Tools:Parts	Collectibles
0	100345	1281	Pet Supplies:Fish & Aquariums:CO2 Equipment	Pet Supplies
0	10034	11700	Home & Garden:Home Décor:Other Home Décor	Home & Garden
0	100351	1281	Pet Supplies:Fish & Aquariums:Pumps (Air)	Pet Supplies
0	100355	1281	Pet Supplies:Fish & Aquariums:Air Stones	Pet Supplies
0	10035	11700	Home & Garden:Yard, Garden & Outdoor Living:Patio & Garden Furniture:Other Patio & Garden Furniture	Home & Garden
0	1003	870	Pottery & Glass:Glass:Glassware:Depression:Anchor Hocking:Other Hocking Depression Glass	Pottery & Glass
0	100404	1281	Pet Supplies:Dog Supplies:Training & Obedience:Clickers	Pet Supplies
0	100411	1281	Pet Supplies:Cat Supplies:Litter Boxes	Pet Supplies
0	100417	1281	Pet Supplies:Small Animal Supplies:Food	Pet Supplies
100	100441	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Boots	eBay Motors
100	100442	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Gloves	eBay Motors
100	100443	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Helmets	eBay Motors
100	100444	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Jackets & Suits	eBay Motors
100	100445	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Neck Warmers & Face Masks	eBay Motors
100	100446	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Pants & Bibs	eBay Motors
100	100447	6000	eBay Motors:Parts & Accessories:Apparel & Merchandise:Snowmobile Gear:Shirts	eBay Motors
100	100449	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Accessories	eBay Motors
100	100450	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Air Intake & Fuel Systems	eBay Motors
100	100451	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Body Parts	eBay Motors
100	100452	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Brakes	eBay Motors
100	100453	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Clutch & Drive Belts	eBay Motors
100	100454	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Decals & Stickers	eBay Motors
100	100455	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Electrical Components	eBay Motors
100	100456	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Engines & Components:Snowmobile Engine Components	eBay Motors
100	100457	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Exhaust	eBay Motors
100	100458	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Gauges & Cables	eBay Motors
100	100459	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Handlebars & Mirrors	eBay Motors
100	100460	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Lighting	eBay Motors
100	100461	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Seats	eBay Motors
100	100462	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Shocks & Suspension	eBay Motors
100	100463	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Skis & Runners	eBay Motors
100	100464	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Snowmobile Covers	eBay Motors
100	100465	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Starters	eBay Motors
100	100466	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Tracks & Studs	eBay Motors
100	100467	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Windshields	eBay Motors
100	100468	6000	eBay Motors:Parts & Accessories:Snowmobile Parts:Other Parts	eBay Motors
100	100469	6000	eBay Motors:Powersports:Powersport Vehicles Under 50cc:ATVs Under 50cc	eBay Motors
100	100470	6000	eBay Motors:Powersports:Powersport Vehicles Under 50cc:Pocket Bikes - Dirt	eBay Motors
0	1004	870	Pottery & Glass:Glass:Glassware:Depression:Federal:Other Federal Depression Glass	Pottery & Glass
0	100501	625	Cameras & Photo:Video Production & Editing:Audio for Video	Cameras & Photo
0	1005	870	Pottery & Glass:Glass:Glassware:Depression:Hazel-Atlas:Other Hazel-Atlas Glassware	Pottery & Glass
100	10062	6000	eBay Motors:Motorcycles:Custom Built Motorcycles:Other	eBay Motors
0	1006	870	Pottery & Glass:Glass:Glassware:Depression:Indiana	Pottery & Glass
100	10076	6000	eBay Motors:Parts & Accessories:Vintage Car & Truck Parts:Other Parts	eBay Motors
0	1007	870	Pottery & Glass:Glass:Glassware:Depression:Jeannette:Other Jeannette Glassware	Pottery & Glass
0	1008	870	Pottery & Glass:Glass:Glassware:Depression:Macbeth-Evans:Other Macbeth-Evans Glassware	Pottery & Glass
0	100928	20081	Antiques:Periods & Styles:Aesthetic Movement	Antiques
0	100982	2984	Baby:Carriers, Slings & Backpacks	Baby
0	100989	2984	Baby:Nursery Bedding:Sleeping Bags & Sleepsacks	Baby
0	1009	870	Pottery & Glass:Glass:Glassware:Depression:U.S. Glass	Pottery & Glass
0	1010	870	Pottery & Glass:Glass:Glassware:40s, 50s, 60s:Other 40s, 50s, 60s Glassware	Pottery & Glass
0	101126	1	Collectibles:Animals:Dogs:Scottish Deerhound	Collectibles
0	101152	1	Collectibles:Militaria:WW I (1914-18):Original Period Items:Great Britain:Posters & Prints	Collectibles
0	101179	1	Collectibles:Transportation:Boats & Ships:Cruise Ships & Ocean Liners:P&O	Collectibles
0	101270	58058	Computers/Tablets & Networking:Home Networking & Connectivity:Modem-Router Combos	Computers/Tablets & Networking
